-5.322880,23.021900,-77.157500
-5.322880,23.021900,-77.157500
-5.322880,23.021900,-77.157500
-5.322880,23.021900,-77.157500
-5.322880,23.021900,-77.157500
-5.531620,23.027300,-77.288800
-5.723880,23.054800,-77.387700
-5.932620,23.054800,-77.398700
-6.163330,23.109700,-77.157700
-6.350100,23.098800,-76.673670
-6.135860,23.071300,-74.751600
-6.047970,23.076800,-73.943500
-6.053470,23.038300,-73.641400
-6.020510,23.032800,-73.619400
-5.927120,23.186600,-73.339200
-5.789790,23.148200,-72.641600
-5.416260,23.241600,-70.372900
-5.114140,23.208600,-69.153400
-4.998780,23.126200,-68.192100
-5.026250,22.917500,-67.609900
-4.894410,22.725200,-67.263800
-4.597780,22.478000,-67.181480
-4.328610,22.164900,-67.428600
-3.988040,21.401400,-68.378900
-3.894650,20.972900,-68.878800
-3.867190,20.610400,-69.301800
-3.933110,20.434600,-69.581900
-4.092410,20.374100,-69.746700
-4.323120,20.522500,-69.818100
-4.603270,20.780600,-69.851100
-4.877930,20.780600,-70.076300
-5.240480,20.687300,-70.455300
-5.745850,20.692700,-71.021100
-5.861210,20.912500,-71.548500
-5.471190,21.604600,-72.334600
-5.234990,22.175900,-73.454600
-5.031740,22.269300,-74.646600
-4.817500,22.044100,-75.228960
-4.740600,21.599100,-75.465160
-4.899900,21.038800,-75.827660
-5.097660,20.632300,-76.366600
-5.147090,20.643300,-77.036100
-5.037230,21.302500,-77.959100
-4.757080,22.505500,-79.063100
-3.988040,25.087300,-81.804200
-3.911130,25.949700,-83.463100
-4.026490,26.499000,-85.006710
-4.185790,26.757200,-86.341600
-4.180300,26.845100,-87.489660
-4.251710,26.812100,-88.588300
-4.273680,26.889000,-89.763830
-4.174800,27.163700,-90.878930
-3.779300,27.553700,-91.977530
-3.779300,27.553700,-91.977530
-3.153080,26.845100,-91.054700
-2.675170,26.147500,-90.164800
-2.180790,25.246600,-89.280400
-1.752320,24.290800,-88.494900
-1.279910,23.554700,-87.813700
0.005493,22.785600,-87.000700
0.098877,22.538500,-87.632407
-1.219480,22.868000,-88.681641
-2.603760,23.582200,-89.126607
-3.224490,23.862300,-89.159507
-3.674930,23.505200,-88.934307
-4.059450,22.642800,-88.494907
-4.251710,21.330000,-87.945649
-3.861690,17.369400,-87.830207
-4.746090,16.430100,-88.247707
-5.355830,16.292700,-88.665207
-6.278690,16.605800,-88.939807
-7.421260,17.215600,-88.840907
-8.322140,17.979100,-88.390507
-8.750610,18.649300,-87.753307
-8.602290,19.011800,-87.011707
-8.091430,19.242600,-86.160307
-8.228760,19.868800,-84.803507
-8.761600,21.791400,-81.672451
-8.333130,22.450600,-81.172507
-8.201290,22.879000,-80.755251
-8.261720,23.252600,-80.524307
-8.206790,23.521700,-80.579207
-8.085940,23.549200,-80.782507
-8.009030,23.598600,-81.161507
-7.992550,23.686500,-81.644907
-8.047490,23.741500,-82.155807
-8.459470,23.757900,-83.397207
-8.843990,23.834800,-84.122307
-9.217530,24.115000,-84.748531
-9.574580,24.472000,-85.160531
-9.607540,24.768700,-85.061607
-8.975830,25.059800,-83.974607
-8.031010,25.510300,-82.556807
-7.201540,25.823400,-81.892107
-6.701660,25.735500,-81.985507
-5.982060,24.592900,-83.380707
-4.938350,23.367900,-84.287107
-4.553830,21.868300,-85.182507
-4.976810,20.522500,-85.632907
-4.910890,19.709500,-85.583507
-4.520870,19.325000,-85.396751
-4.152830,19.539200,-85.270407
-3.828740,20.077500,-85.385707
-2.526860,21.346400,-87.033707
-1.730350,21.428800,-88.401507
-0.192261,21.033300,-89.763870
0.186768,21.665000,-91.252439
-0.582275,22.653800,-92.482970
-1.213990,23.043800,-93.356397
-1.527100,23.411900,-94.092440
-1.472170,23.889800,-95.015397
-1.543580,24.137000,-95.718440
-1.664430,23.653600,-95.152697
-1.763310,23.335000,-94.334170
-2.026980,22.961400,-93.438797
-2.059940,22.527500,-92.515997
-2.059940,22.159400,-91.626997
-1.878660,21.983600,-90.752697
-1.279910,21.950700,-89.983597
-0.615234,21.862800,-89.456270
0.142822,21.577100,-89.203527
0.428467,21.544200,-89.478127
-1.115110,22.395600,-90.384527
-3.911130,23.494300,-90.225227
-4.487920,23.499800,-89.730827
-5.031740,23.082300,-89.181527
-5.460210,22.285800,-88.610227
-5.372310,20.797100,-88.028227
-5.438230,19.033800,-87.879627
-5.872190,18.171400,-88.324627
-6.536870,18.072500,-88.786627
-7.459720,18.451500,-89.011227
-9.069210,19.846800,-87.533627
-9.475710,20.341200,-86.402627
-9.464720,20.846600,-85.242927
-9.360350,21.698000,-84.166393
-9.915160,22.730700,-82.446927
-9.898680,23.494300,-80.667127
-9.865720,23.922700,-79.848627
-9.706420,24.428100,-79.255427
-9.448240,24.873000,-78.634643
-9.316410,25.301500,-78.255627
-8.953860,25.900300,-77.915627
-8.975830,25.867300,-78.167727
-9.113160,25.488300,-78.667627
-9.129640,25.098300,-79.277327
-9.305420,24.686300,-80.172727
-9.596560,24.417100,-81.112127
-9.942630,24.384200,-82.045927
-10.321700,24.494000,-82.946893
-9.613040,25.147700,-82.353527
-8.640750,25.603600,-80.381527
-7.651980,26.125500,-79.222427
-6.855470,26.054100,-78.629227
-6.333620,25.834400,-78.623727
-5.998540,25.197100,-79.145527
-5.542600,23.988600,-80.062953
-4.647220,20.665300,-81.787727
-4.877930,19.357900,-81.738327
-4.207760,18.402100,-81.287827
-3.543090,18.083500,-80.864927
-3.576050,18.341700,-80.875927
-3.169560,18.759200,-81.562527
-2.636720,19.528200,-82.545827
-2.427980,20.220300,-83.919127
-2.697140,20.429100,-85.874627
0.818481,19.676500,-88.808627
0.137329,20.907000,-90.346163
-0.906372,21.857300,-91.252470
-1.224980,22.159400,-91.691947
-0.961304,22.439600,-92.208370
-1.620480,22.763700,-92.840837
-1.576540,22.681300,-92.856437
-1.636960,22.148400,-92.180837
-1.757810,21.802400,-91.301937
-1.955570,21.390400,-89.719837
-2.246700,21.258500,-88.879484
-2.070920,21.253100,-88.104937
-1.801760,21.340900,-87.495137
-1.208500,21.373900,-86.989714
-0.401001,21.148700,-86.588770
0.038452,21.401400,-87.286470
-2.466430,22.390100,-88.505947
-3.861690,23.225100,-88.703647
-4.773560,23.444800,-88.505947
-6.064450,22.802100,-87.291947
-6.300660,21.934200,-86.550347
-5.443730,19.731400,-85.891147
-6.036990,18.154900,-85.924147
-6.756590,17.374900,-86.407547
-7.108150,17.396900,-87.039247
-8.091430,17.869300,-87.176547
-9.124150,18.654800,-86.627247
-9.887700,19.709500,-84.281625
-9.618530,20.258800,-82.952347
