-0.703125,21.093700,-87.044700
-0.719604,21.093800,-86.923800
-0.725098,21.093800,-86.868900
-0.714111,21.099200,-86.907300
-0.719604,21.093700,-87.017200
-0.917358,21.044300,-87.132600
-1.098630,20.950900,-86.962360
-1.362300,20.808100,-86.539336
-1.625980,20.698200,-85.885660
-1.878660,20.593900,-84.451960
-1.829220,20.703700,-83.831260
-1.867680,20.835600,-83.562260
-2.043460,20.907000,-83.644426
-2.208250,21.000400,-83.699360
-2.164310,21.890300,-82.216260
-2.092900,21.846300,-80.947326
-1.911620,21.972700,-79.508160
-1.691890,22.077000,-78.420416
-1.598510,22.142900,-77.722860
-2.092900,22.214400,-77.459116
-2.147830,22.142900,-77.453660
-2.081910,22.005600,-77.552560
-2.076420,21.851800,-77.898660
-2.224730,21.654100,-78.436960
-2.460940,21.395900,-79.035660
-2.801510,21.066300,-79.645460
-3.927610,20.637800,-80.601260
-4.625240,20.670800,-80.903360
-5.350340,20.863000,-81.090136
-6.064450,21.077300,-81.243960
-6.740110,21.082800,-81.628460
-6.987300,21.297000,-81.886685
-5.905150,21.967200,-81.194560
-4.751590,22.445100,-81.216460
-3.784790,22.467000,-81.842746
-2.828980,21.967200,-84.193760
-2.532350,21.313500,-85.517660
-2.285160,20.077500,-86.171360
-2.164310,18.841600,-86.006560
-1.823730,17.885700,-85.731860
-1.620480,17.341900,-85.841760
-1.477660,17.501200,-86.072460
-1.049190,18.089000,-86.402246
-0.455933,19.083300,-87.220500
1.257930,21.121200,-89.384805
2.323610,22.280300,-91.192805
2.581790,23.582200,-93.164105
2.015990,24.323700,-94.866905
1.614990,24.873000,-96.223890
1.735840,25.213600,-97.481705
1.587520,25.543200,-98.975805
1.312870,25.801400,-100.366050
1.087650,26.087000,-101.343605
0.922852,26.372700,-101.898500
0.494385,26.636400,-101.547500
0.554810,26.548500,-100.701750
0.769043,26.202400,-99.711950
1.049190,25.691500,-98.690295
1.521610,25.081800,-97.646595
2.109380,24.477500,-96.608395
2.675170,24.060100,-95.789895
1.433720,24.543500,-97.772895
0.439453,25.296000,-98.695795
-0.186768,25.614600,-98.486900
-0.615234,25.724500,-97.943100
-1.082150,25.296000,-97.163131
-1.620480,24.367700,-96.333610
