GaitID
21
GaitRate
30
GaitDescription
\u521d\u59cb\u96f6\u70b9
zero_point
0,0,0,-2,-13,0,0,2,14,1,0,-3,-1,0,3,-2,10,0,-3,0,-10,-8,-2,-1,0
Gait_Frame
0,0,0,0,5,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,0,0,-100,5,0,0,-100,-10,0,0,-40,0,0,0,-10,0,0,-40,0,0,0,-10,0,0,30
0,0,0,-120,5,-80,0,-120,-10,-80,0,-60,0,0,20,-10,0,0,-60,0,0,20,-10,0,0,30
0,0,0,-95,5,-105,0,-100,-10,-105,0,15,0,0,75,-80,0,0,15,0,0,75,-80,0,0,30
0,0,0,-95,5,-95,0,-95,-10,-95,0,20,0,0,75,-80,0,0,20,0,0,75,-80,0,0,10
0,0,0,-50,5,-135,0,-50,-10,-135,0,20,0,0,75,-80,0,0,20,0,0,75,-80,0,0,30
0,0,0,-95,5,-95,0,-95,-10,-95,0,20,0,0,75,-80,0,0,20,0,0,75,-80,0,0,10
0,0,0,-50,5,-135,0,-50,-10,-135,0,20,0,0,120,-80,0,0,20,0,0,120,-80,0,0,30
0,0,0,-100,5,-100,0,-100,-10,-100,0,-115,0,0,100,-10,0,0,-115,0,0,100,-10,0,0,30
0,0,0,-140,5,-80,0,-140,-10,-80,0,-45,0,0,100,-60,0,0,-45,0,0,100,-60,0,0,10
0,0,0,-100,5,-100,0,-100,-10,-100,0,-90,0,0,130,-70,0,0,-90,0,0,130,-70,0,0,30
0,0,0,-110,0,-70,0,-110,0,-70,0,-110,0,0,100,-80,0,0,-110,0,0,100,-80,0,0,30
0,0,0,-70,0,0,0,-70,0,0,0,-115,0,0,130,-60,0,0,-115,0,0,130,-60,0,0,30
0,0,0,-20,0,0,0,-20,0,0,0,-80,0,0,130,-60,0,0,-80,0,0,130,-60,0,0,30
0,0,0,-20,0,0,0,-20,0,0,0,-60,0,0,110,-60,0,0,-60,0,0,110,-60,0,0,30
0,0,0,-20,0,0,0,-20,0,0,0,-60,0,0,90,-50,0,0,-60,0,0,90,-50,0,0,30
0,0,0,-20,0,0,0,-20,0,0,0,-55,0,0,50,-20,0,0,-55,0,0,50,-20,0,0,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
0,0,0,0,5,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
0,0,0,0,5,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
0,0,0,-20,0,0,0,-20,0,0,0,-50,0,0,50,-20,0,0,-50,0,0,50,-20,0,0,50
0,0,0,-65,0,-60,0,-65,0,-60,0,-80,0,0,125,-80,0,0,-80,0,0,125,-80,0,0,50
0,0,0,-65,0,-60,0,-65,0,-60,0,-80,0,0,125,-80,0,0,-80,0,0,125,-80,0,0,30
0,0,0,-95,0,-95,0,-95,0,-95,0,-80,0,0,125,-80,0,0,-80,0,0,125,-80,0,0,30
0,0,0,-95,0,-95,0,-95,0,-95,0,-80,0,0,125,-80,0,0,-80,0,0,125,-80,0,0,10
0,0,0,-120,0,-140,0,-120,0,-140,0,-80,0,0,125,-80,0,0,-80,0,0,125,-80,0,0,30
0,0,0,-105,0,-140,0,-105,0,-140,0,-75,0,0,125,-80,0,0,-75,0,0,125,-80,0,0,30
0,0,0,-55,0,-120,0,-55,0,-110,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,10
0,0,0,-105,0,-140,0,-105,0,-140,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,30
0,0,0,-55,0,-120,0,-55,0,-110,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,10
0,0,0,-105,0,-140,0,-105,0,-140,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,30
0,0,0,-55,0,-140,0,-55,0,-140,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,10
0,0,0,-85,0,-140,0,-85,0,-140,0,-40,0,0,125,-80,0,0,-40,0,0,125,-80,0,0,30
0,0,0,-105,0,-140,0,-105,0,-140,0,-40,0,0,-15,15,0,0,-40,0,0,-15,15,0,0,30
0,0,0,-65,0,0,0,-65,0,10,0,-20,0,0,-15,0,0,0,-20,0,0,-15,0,0,0,30
0,0,0,-65,0,0,0,-65,0,10,0,-60,0,0,25,0,0,0,-60,0,0,25,0,0,0,50
0,0,0,30,0,0,0,30,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,0,0,0,0,0,0,0,0,0,0,-40,0,0,50,-20,0,0,-40,0,0,50,-20,0,0,50
