GaitID
4
GaitRate
30
GaitDescription
 
zero_point
0,0,0,0,-19,-37,0,0,14,-32,0,-17,-1,-1,-12,10,10,0,-59,-2,1,-26,11,2,0
Gait_Frame
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-2,0,0,20,2,0,0,-2,0,0,30
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-2,0,0,20,2,0,0,-2,-39,0,30
0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,-2,-13,0,20,4,0,0,-2,-22,0,30
0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,-3,-13,0,11,9,0,109,-46,0,0,60
0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,-9,-13,0,37,9,0,91,-32,0,0,30
0,0,0,0,0,0,0,-15,28,0,0,20,0,0,0,-8,-13,0,36,9,0,127,-57,0,0,5
0,0,0,50,-40,0,0,0,15,0,0,20,0,0,0,3,-13,0,-52,9,0,127,-50,0,0,5
0,0,0,50,-40,0,0,0,15,0,0,20,0,-15,0,3,-13,0,-52,9,0,47,26,0,0,5
0,0,0,21,-8,0,0,21,25,0,0,1,0,0,10,-9,-6,0,-14,9,0,30,-10,0,0,20
0,0,0,21,0,0,0,21,0,0,0,20,0,0,0,-2,0,0,20,2,0,0,-2,0,0,90
